Year,Month,Day,Hour,Minute,GHI,Wind Speed,Relative Humidity,Temperature,Pressure
2019,6,14,16,0,530,6.6,9.88,37.7,1005
2019,6,14,16,30,423,6.5,10.66,36.3,1005
2019,6,14,17,0,315,6.5,11.12,34.9,1005
2019,6,14,17,30,208,6.2,12.29,33.1,1005
2019,6,14,18,0,110,6,14.34,31.4,1006
2019,6,14,18,30,32,5.9,15.8,29.7,1006
2019,6,14,19,0,0,5.9,20.14,28,1006
2019,6,14,19,30,0,6,21.48,26.9,1006
2019,6,14,20,0,0,6.2,25.68,25.8,1007
2019,6,14,20,30,0,5.9,26.61,25.2,1007
2019,6,14,21,0,0,5.6,28.96,24.6,1007
2019,6,14,21,30,0,5.6,28.79,24.7,1007
2019,6,14,22,0,0,5.5,27.73,24.8,1007
2019,6,14,22,30,0,5.4,28.07,24.6,1007
2019,6,14,23,0,0,5.3,28.84,24.3,1007
2019,6,14,23,30,0,5.3,29.19,24.1,1007
2019,6,15,0,0,0,5.3,29.85,23.9,1007
2019,6,15,0,30,0,5.2,30.21,23.7,1007
2019,6,15,1,0,0,5.1,31.39,23.5,1006
2019,6,15,1,30,0,4.9,31.77,23.3,1006
2019,6,15,2,0,0,4.8,33.66,23.1,1006
2019,6,15,2,30,0,4.5,33.9,23,1007
2019,6,15,3,0,0,4.2,36.39,22.8,1007
2019,6,15,3,30,0,3.9,37.05,22.5,1007
2019,6,15,4,0,0,3.6,39.69,22.3,1007
2019,6,15,4,30,2,3.6,38.09,23,1008
2019,6,15,5,0,40,3.7,38.57,23.6,1008
2019,6,15,5,30,116,3.4,35.06,25.2,1008
2019,6,15,6,0,211,3.1,33.42,26.7,1008
2019,6,15,6,30,313,2.2,29.95,28.6,1009
2019,6,15,7,0,417,1.3,28.21,30.6,1009
2019,6,15,7,30,520,1,25.92,32.1,1009
2019,6,15,8,0,619,0.7,24.2,33.6,1009
2019,6,15,8,30,710,1,22.89,34.6,1009
2019,6,15,9,0,792,1.3,21.11,35.6,1009
2019,6,15,9,30,865,1.8,20.1,36.5,1009
2019,6,15,10,0,926,2.2,18.63,37.4,1008
2019,6,15,10,30,971,2.6,17.84,38.2,1008
2019,6,15,11,0,1001,3,16.67,39.1,1008
2019,6,15,11,30,1016,3.3,16.06,39.8,1008
2019,6,15,12,0,1014,3.5,14.93,40.5,1007
2019,6,15,12,30,1000,3.5,14.61,40.9,1007
2019,6,15,13,0,968,3.6,13.85,41.3,1006
2019,6,15,13,30,921,3.5,13.7,41.5,1006
2019,6,15,14,0,860,3.4,13.23,41.7,1006
2019,6,15,14,30,788,3.3,13.29,41.6,1005
2019,6,15,15,0,704,3.1,13.01,41.5,1005
2019,6,15,15,30,611,3.1,13.01,41.5,1005
2019,6,15,16,0,511,2.7,13.17,40.9,1005
2019,6,15,16,30,406,2.3,13.67,40.2,1005
2019,6,15,17,0,300,2,14.06,39.5,1005
2019,6,15,17,30,198,1.3,15.49,37.7,1005
2019,6,15,18,0,104,0.6,17.31,35.9,1005
2019,6,15,18,30,30,0.8,18.8,34.4,1005
2019,6,15,19,0,0,1,21.05,33,1005
2019,6,15,19,30,0,1.7,21.79,32.4,1006
2019,6,15,20,0,0,2.4,23.95,31.9,1006
2019,6,15,20,30,0,2.7,25.2,31,1006
2019,6,15,21,0,0,3,27.91,30.1,1007
2019,6,15,21,30,0,2.8,29.22,29.3,1007
2019,6,15,22,0,0,2.7,30.77,28.5,1007
2019,6,15,22,30,0,2.6,31.68,28,1007
2019,6,15,23,0,0,2.4,32.34,27.5,1006
2019,6,15,23,30,0,2.4,33.11,27.1,1006
2019,6,16,0,0,0,2.4,33.86,26.8,1006
2019,6,16,0,30,0,2.4,34.66,26.4,1006
2019,6,16,1,0,0,2.3,36.03,26.1,1006
2019,6,16,1,30,0,2.2,36.89,25.7,1006
2019,6,16,2,0,0,2.2,38.61,25.4,1006
2019,6,16,2,30,0,2,39.3,25.1,1006
2019,6,16,3,0,0,1.9,40.86,24.8,1006
2019,6,16,3,30,0,1.7,41.35,24.6,1006
2019,6,16,4,0,0,1.5,42.61,24.4,1007
2019,6,16,4,30,2,1.5,41.36,24.9,1007
2019,6,16,5,0,40,1.5,41.18,25.4,1007
2019,6,16,5,30,118,1.2,38.63,26.5,1008
2019,6,16,6,0,213,0.8,36.83,27.6,1008
2019,6,16,6,30,316,0.8,33.96,29,1008
2019,6,16,7,0,421,0.9,30.95,30.4,1008
2019,6,16,7,30,526,1.4,28.91,31.6,1008
2019,6,16,8,0,626,1.8,26.15,32.8,1008
2019,6,16,8,30,717,2.3,24.46,34,1008
2019,6,16,9,0,800,2.7,21.45,35.2,1008
2019,6,16,9,30,870,2.9,20.07,36.4,1007
2019,6,16,10,0,929,3.2,17.53,37.5,1007
2019,6,16,10,30,974,3.3,16.6,38.5,1006
2019,6,16,11,0,1004,3.5,14.67,39.4,1006
2019,6,16,11,30,1018,3.6,14.04,40.2,1005
2019,6,16,12,0,1015,3.7,12.63,40.9,1005
2019,6,16,12,30,1003,3.6,12.22,41.5,1004
2019,6,16,13,0,976,3.6,11.35,42,1004
2019,6,16,13,30,928,3.4,11.22,42.2,1003
2019,6,16,14,0,865,3.3,10.96,42.3,1003
2019,6,16,14,30,688,3.1,11.01,42.2,1002
2019,6,16,15,0,585,2.8,11.01,42,1002
2019,6,16,15,30,542,2.8,11.01,42,1002
2019,6,16,16,0,226,1.8,11.78,40.8,1001
2019,6,16,16,30,188,1.2,12.5,39.7,1002
2019,6,16,17,0,80,0.5,13.61,38.6,1002
2019,6,16,17,30,16,1,14.92,36.9,1002
2019,6,16,18,0,11,1.4,17.58,35.1,1002
2019,6,16,18,30,5,2.2,19.34,33.4,1003
2019,6,16,19,0,0,3,23.37,31.7,1004
2019,6,16,19,30,0,3.2,25.3,30.3,1004
2019,6,16,20,0,0,3.5,29.37,28.9,1005
2019,6,16,20,30,0,3.7,30.76,28.1,1005
2019,6,16,21,0,0,3.8,33.67,27.2,1005
2019,6,16,21,30,0,3.9,34.87,26.6,1005
2019,6,16,22,0,0,4,36.89,26.1,1006
2019,6,16,22,30,0,3.9,38.44,25.4,1006
2019,6,16,23,0,0,3.8,40.91,24.8,1006
2019,6,16,23,30,0,3.8,42.14,24.3,1006
2019,6,17,0,0,0,3.7,43.74,23.8,1006
2019,6,17,0,30,0,3.7,44.8,23.4,1006
2019,6,17,1,0,0,3.6,45.47,22.9,1006
2019,6,17,1,30,0,3.6,46.58,22.5,1006
2019,6,17,2,0,0,3.6,46.29,22.1,1006
2019,6,17,2,30,0,3.5,47.42,21.7,1006
2019,6,17,3,0,0,3.4,46.9,21.4,1006
2019,6,17,3,30,0,3.3,47.48,21.2,1006
2019,6,17,4,0,0,3.3,47,20.9,1007
2019,6,17,4,30,2,3.5,44.76,21.7,1007
2019,6,17,5,0,42,3.6,41.41,22.4,1007
2019,6,17,5,30,121,3.4,37.61,24,1007
2019,6,17,6,0,219,3.1,32.64,25.7,1007
2019,6,17,6,30,325,2.1,28.7,27.9,1007
2019,6,17,7,0,433,1.1,23.08,30.2,1007
2019,6,17,7,30,539,0.8,21.44,31.5,1007
2019,6,17,8,0,640,0.5,19.46,32.9,1007
2019,6,17,8,30,734,0.8,18.3,34,1007
2019,6,17,9,0,819,1,16.27,35.2,1007
2019,6,17,9,30,893,1.3,15.4,36.2,1007
2019,6,17,10,0,955,1.5,13.74,37.1,1007
2019,6,17,10,30,1000,1.7,13.16,37.9,1007
2019,6,17,11,0,1031,1.9,11.83,38.7,1006
2019,6,17,11,30,1046,1.9,11.46,39.3,1006
2019,6,17,12,0,1045,2,10.55,39.9,1006
2019,6,17,12,30,1026,1.9,10.37,40.2,1005
2019,6,17,13,0,991,1.9,9.66,40.6,1005
2019,6,17,13,30,944,1.8,9.6,40.7,1004
2019,6,17,14,0,883,1.7,9.29,40.8,1004
2019,6,17,14,30,808,1.6,9.39,40.6,1004
2019,6,17,15,0,723,1.5,9.32,40.5,1004
2019,6,17,15,30,629,1.5,9.32,40.5,1004
2019,6,17,16,0,527,1.3,9.7,39.7,1003
2019,6,17,16,30,420,1.2,10.13,38.9,1004
2019,6,17,17,0,311,1.1,10.76,38.1,1004
2019,6,17,17,30,206,0.8,11.92,36.2,1004
2019,6,17,18,0,109,0.5,14.12,34.3,1004
2019,6,17,18,30,33,1,15.03,33.2,1005
2019,6,17,19,0,0,1.6,17.92,32.1,1005
2019,6,17,19,30,0,2.1,19.09,31,1006
2019,6,17,20,0,0,2.6,23.31,29.9,1006
2019,6,17,20,30,0,2.7,24.57,29,1007
2019,6,17,21,0,0,2.7,27.99,28,1007
2019,6,17,21,30,0,2.5,28.65,27.6,1007
2019,6,17,22,0,0,2.2,30.14,27.1,1007
2019,6,17,22,30,0,1.9,30.49,26.9,1007
2019,6,17,23,0,0,1.5,31.52,26.6,1007
2019,6,17,23,30,0,1.3,32.27,26.2,1007
2019,6,18,0,0,0,1.1,33.75,25.8,1007
2019,6,18,0,30,0,1,34.76,25.3,1007
2019,6,18,1,0,0,0.9,36.71,24.9,1007
2019,6,18,1,30,0,0.9,37.6,24.5,1007
2019,6,18,2,0,0,1,39.89,24.1,1007
2019,6,18,2,30,0,0.9,40.86,23.7,1007
2019,6,18,3,0,0,0.8,43.67,23.3,1008
2019,6,18,3,30,0,0.8,44.73,22.9,1008
2019,6,18,4,0,0,0.9,46.5,22.6,1008
2019,6,18,4,30,2,1.1,44.31,23.4,1008
2019,6,18,5,0,40,1.3,43.23,24.3,1009
2019,6,18,5,30,118,1.1,40.02,25.6,1009
2019,6,18,6,0,213,0.9,39.17,27,1010
2019,6,18,6,30,317,0.9,36.11,28.4,1010
2019,6,18,7,0,423,0.8,33.4,29.9,1010
2019,6,18,7,30,528,1.2,31.2,31.1,1010
2019,6,18,8,0,628,1.6,27.74,32.3,1010
2019,6,18,8,30,720,2.1,25.79,33.6,1010
2019,6,18,9,0,803,2.6,22.06,34.9,1010
2019,6,18,9,30,870,2.8,20.89,35.9,1010
2019,6,18,10,0,921,3.1,18.31,37,1010
2019,6,18,10,30,967,3.2,17.63,37.7,1010
2019,6,18,11,0,997,3.2,16.14,38.4,1009
2019,6,18,11,30,1012,3.1,15.8,38.8,1009
2019,6,18,12,0,1010,3.1,14.71,39.3,1009
2019,6,18,12,30,1005,2.9,14.46,39.6,1008
2019,6,18,13,0,989,2.8,13.34,40,1008
2019,6,18,13,30,943,2.8,13.27,40.1,1008
2019,6,18,14,0,882,2.7,12.43,40.2,1007
2019,6,18,14,30,809,2.6,12.5,40.1,1007
2019,6,18,15,0,724,2.6,11.99,39.9,1007
2019,6,18,15,30,630,2.6,11.99,39.9,1007
2019,6,18,16,0,530,2.4,11.91,39.2,1007
2019,6,18,16,30,425,2.3,12.3,38.6,1007
2019,6,18,17,0,317,2.1,12.42,37.9,1007
2019,6,18,17,30,212,1.5,13.62,36.2,1007
2019,6,18,18,0,114,0.8,15.31,34.5,1007
2019,6,18,18,30,35,0.6,16.38,33.3,1008
2019,6,18,19,0,0,0.4,18.67,32,1008
2019,6,18,19,30,0,0.7,19.42,31.3,1008
2019,6,18,20,0,0,1,22.27,30.6,1009
2019,6,18,20,30,0,1.4,22.92,30.1,1009
2019,6,18,21,0,0,1.9,26.5,29.6,1009
2019,6,18,21,30,0,2.3,27.43,29,1009
2019,6,18,22,0,0,2.7,30.97,28.4,1009
2019,6,18,22,30,0,2.8,32.63,27.5,1009
2019,6,18,23,0,0,3,35.93,26.7,1009
2019,6,18,23,30,0,3,37.44,26,1009
2019,6,19,0,0,0,3.1,40.23,25.3,1009
2019,6,19,0,30,0,3.1,41.44,24.8,1009
2019,6,19,1,0,0,3.1,43.38,24.3,1009
2019,6,19,1,30,0,3,44.16,24,1009
2019,6,19,2,0,0,3,45.53,23.7,1009
2019,6,19,2,30,0,3,46.08,23.5,1009
2019,6,19,3,0,0,3,47.34,23.2,1009
2019,6,19,3,30,0,2.9,47.67,23.1,1010
2019,6,19,4,0,0,2.9,47.91,23,1010
2019,6,19,4,30,2,2.8,45.39,23.9,1010
2019,6,19,5,0,43,2.8,43.07,24.7,1010
2019,6,19,5,30,122,2.6,38.99,26.4,1011
2019,6,19,6,0,220,2.4,35.38,28.1,1011
2019,6,19,6,30,326,1.8,32.45,29.6,1011
2019,6,19,7,0,433,1.2,29.59,31.2,1011
2019,6,19,7,30,540,1,27.65,32.4,1011
2019,6,19,8,0,641,0.8,25.3,33.7,1011
2019,6,19,8,30,735,1.2,23.68,34.9,1011
2019,6,19,9,0,819,1.6,21.01,36.1,1011
2019,6,19,9,30,893,2.2,19.79,37.2,1011
2019,6,19,10,0,956,2.7,16.63,38.4,1010
2019,6,19,10,30,1002,3,15.93,39.2,1010
2019,6,19,11,0,1033,3.3,13.57,39.9,1010
2019,6,19,11,30,1050,3.3,13.2,40.4,1009
2019,6,19,12,0,1049,3.3,11.61,40.9,1009
2019,6,19,12,30,1028,3.2,11.48,41.1,1008
2019,6,19,13,0,991,3.2,10.52,41.3,1008
2019,6,19,13,30,943,3.1,10.46,41.4,1007
2019,6,19,14,0,882,3,10.02,41.4,1007
2019,6,19,14,30,808,2.9,10.07,41.3,1007
2019,6,19,15,0,723,2.8,9.94,41.1,1006
2019,6,19,15,30,629,2.8,9.94,41.1,1006
2019,6,19,16,0,527,2.5,10.24,40.3,1006
2019,6,19,16,30,421,2.1,10.63,39.6,1006
2019,6,19,17,0,314,1.7,11.09,38.9,1006
2019,6,19,17,30,208,1.2,12.23,37.1,1006
2019,6,19,18,0,112,0.6,14.03,35.3,1006
2019,6,19,18,30,34,0.8,15.09,34,1007
2019,6,19,19,0,0,0.9,17.32,32.7,1007
2019,6,19,19,30,0,1.3,18.42,31.6,1007
2019,6,19,20,0,0,1.6,21.59,30.5,1008
2019,6,19,20,30,0,2,22.47,29.8,1008
2019,6,19,21,0,0,2.4,24.84,29.1,1009
2019,6,19,21,30,0,2.5,25.87,28.4,1009
2019,6,19,22,0,0,2.6,28.05,27.7,1009
2019,6,19,22,30,0,2.7,29.05,27.1,1009
2019,6,19,23,0,0,2.8,31.01,26.4,1009
2019,6,19,23,30,0,2.9,31.72,26,1008
2019,6,20,0,0,0,2.9,33.32,25.5,1008
2019,6,20,0,30,0,3,33.91,25.2,1008
2019,6,20,1,0,0,3.2,34.87,24.9,1008
2019,6,20,1,30,0,3.3,35.5,24.6,1008
2019,6,20,2,0,0,3.5,36.28,24.3,1008
2019,6,20,2,30,0,3.6,36.71,24.1,1008
2019,6,20,3,0,0,3.8,36.81,23.9,1008
2019,6,20,3,30,0,3.9,37.26,23.7,1008
2019,6,20,4,0,0,4.1,36.62,23.6,1008
2019,6,20,4,30,2,4.5,35.12,24.3,1008
2019,6,20,5,0,42,4.9,33.24,24.9,1008
2019,6,20,5,30,122,4.7,30.24,26.5,1008
2019,6,20,6,0,221,4.5,27.55,28,1008
2019,6,20,6,30,326,4.1,24.41,30.1,1008
2019,6,20,7,0,433,3.7,20.78,32.3,1008
2019,6,20,7,30,539,3,18.59,34.3,1008
2019,6,20,8,0,639,2.3,15.37,36.3,1008
2019,6,20,8,30,732,2,14.32,37.6,1008
2019,6,20,9,0,816,1.6,12.98,38.8,1007
2019,6,20,9,30,886,1.4,12.37,39.7,1007
2019,6,20,10,0,943,1.3,11.74,40.6,1007
2019,6,20,10,30,989,1.2,11.36,41.2,1006
2019,6,20,11,0,1020,1.1,11.03,41.8,1006
2019,6,20,11,30,1034,1,10.74,42.3,1006
2019,6,20,12,0,1032,1,10.53,42.7,1005
2019,6,20,12,30,1017,1.2,10.42,42.9,1005
2019,6,20,13,0,987,1.4,10.3,43.2,1004
2019,6,20,13,30,940,1.9,10.36,43.1,1004
2019,6,20,14,0,878,2.4,10.6,43,1004
2019,6,20,14,30,803,2.9,10.81,42.6,1003
2019,6,20,15,0,719,3.5,11.29,42.2,1003
2019,6,20,15,30,625,3.5,11.29,42.2,1003
2019,6,20,16,0,524,4.6,12.7,40.4,1003
2019,6,20,16,30,420,5.1,13.69,39,1003
2019,6,20,17,0,312,5.6,15.25,37.6,1004
2019,6,20,17,30,208,5.7,17.09,35.5,1004
2019,6,20,18,0,112,5.9,20.3,33.5,1005
2019,6,20,18,30,35,6,22.71,31.5,1005
2019,6,20,19,0,0,6.2,27.15,29.5,1005
2019,6,20,19,30,0,6.3,29.47,28.1,1006
2019,6,20,20,0,0,6.5,33.37,26.7,1006
2019,6,20,20,30,0,6.3,35.19,25.8,1006
2019,6,20,21,0,0,6.2,38.33,24.9,1006
2019,6,20,21,30,0,6.1,39.49,24.4,1006
2019,6,20,22,0,0,6,41.3,23.9,1006
2019,6,20,22,30,0,5.9,42.31,23.5,1006
2019,6,20,23,0,0,5.8,43.02,23.2,1005
2019,6,20,23,30,0,5.8,43.28,23.1,1005
2019,6,21,0,0,0,5.9,42.78,23.1,1005
2019,6,21,0,30,0,5.5,43.56,22.8,1005
2019,6,21,1,0,0,5.1,44.56,22.6,1005
2019,6,21,1,30,0,4.8,45.38,22.3,1005
2019,6,21,2,0,0,4.6,47.35,22.1,1005
2019,6,21,2,30,0,4.3,48.22,21.8,1005
2019,6,21,3,0,0,4,50.89,21.5,1005
2019,6,21,3,30,0,3.8,51.56,21.3,1006
2019,6,21,4,0,0,3.6,54.03,21.1,1006
2019,6,21,4,30,2,3.5,52.4,21.6,1006
2019,6,21,5,0,43,3.5,52.52,22,1006
2019,6,21,5,30,124,3.8,47.73,23.6,1007
2019,6,21,6,0,223,4.1,43.38,25.2,1007
2019,6,21,6,30,329,4.1,38.79,27.1,1007
2019,6,21,7,0,438,4,33.06,29,1007
2019,6,21,7,30,545,3.7,30,30.7,1007
2019,6,21,8,0,646,3.3,24.6,32.4,1007
2019,6,21,8,30,740,3.1,22.49,34,1007
2019,6,21,9,0,823,2.8,18.74,35.5,1007
2019,6,21,9,30,895,2.9,17.54,36.7,1006
2019,6,21,10,0,954,3,15.11,37.9,1006
2019,6,21,10,30,1000,3.3,14.47,38.7,1006
2019,6,21,11,0,1031,3.6,13.09,39.5,1005
2019,6,21,11,30,1047,4,12.88,39.8,1005
2019,6,21,12,0,1047,4.4,12.44,40.1,1004
2019,6,21,12,30,1028,4.9,12.44,40.1,1004
2019,6,21,13,0,993,5.4,12.42,40,1004
2019,6,21,13,30,948,5.7,12.76,39.5,1004
2019,6,21,14,0,888,6.1,12.73,39,1004
2019,6,21,14,30,816,6.3,13.36,38.1,1004
2019,6,21,15,0,733,6.5,13.76,37.2,1004
2019,6,21,15,30,638,6.5,13.76,37.2,1004
2019,6,21,16,0,538,6.5,15.61,34.9,1004
2019,6,21,16,30,434,6.3,16.87,33.5,1004
2019,6,21,17,0,325,6.1,18.64,32.1,1004
2019,6,21,17,30,219,5.8,20.41,30.5,1004
2019,6,21,18,0,119,5.5,23.87,28.9,1005
2019,6,21,18,30,37,5.3,26.04,27.4,1005
2019,6,21,19,0,0,5.2,31.31,25.9,1005
2019,6,21,19,30,0,5.3,33.65,24.7,1006
2019,6,21,20,0,0,5.4,38.56,23.6,1006
2019,6,21,20,30,0,5.3,40.71,22.7,1006
2019,6,21,21,0,0,5.1,43.62,21.9,1006
2019,6,21,21,30,0,5,45.24,21.3,1006
2019,6,21,22,0,0,4.9,46.62,20.7,1007
2019,6,21,22,30,0,4.8,48.08,20.2,1007
2019,6,21,23,0,0,4.7,49,19.7,1007
2019,6,21,23,30,0,4.7,50.23,19.3,1007
2019,6,22,0,0,0,4.7,50.64,19,1007
2019,6,22,0,30,0,4.7,51.59,18.7,1007
2019,6,22,1,0,0,4.7,52.41,18.4,1008
2019,6,22,1,30,0,4.7,53.41,18.1,1008
2019,6,22,2,0,0,4.6,54.27,17.9,1008
2019,6,22,2,30,0,4.5,54.61,17.8,1008
2019,6,22,3,0,0,4.5,55.75,17.6,1008
2019,6,22,3,30,0,4.5,56.1,17.5,1008
2019,6,22,4,0,0,4.5,56.88,17.4,1009
2019,6,22,4,30,2,4.6,54.78,18,1009
2019,6,22,5,0,44,4.8,52.81,18.6,1010
2019,6,22,5,30,126,4.7,47.24,20.4,1010
2019,6,22,6,0,226,4.6,43.94,22.1,1010
2019,6,22,6,30,332,4.2,38.99,24.1,1011
2019,6,22,7,0,441,3.7,35.87,26.1,1011
2019,6,22,7,30,548,3.2,33.04,27.5,1011
2019,6,22,8,0,649,2.6,29.61,28.9,1011
2019,6,22,8,30,744,2.1,27.48,30.2,1011
2019,6,22,9,0,828,1.7,23.66,31.4,1011
2019,6,22,9,30,900,1.7,22.37,32.4,1011
2019,6,22,10,0,958,1.7,19.35,33.4,1010
2019,6,22,10,30,1005,1.8,18.51,34.2,1010
2019,6,22,11,0,1036,1.9,16.04,35,1010
2019,6,22,11,30,1052,2,15.44,35.7,1010
2019,6,22,12,0,1052,2.1,13.44,36.3,1009
2019,6,22,12,30,1035,2.1,13.15,36.7,1009
2019,6,22,13,0,1003,2.2,11.94,37.1,1009
2019,6,22,13,30,956,2.2,11.87,37.2,1008
2019,6,22,14,0,894,2.3,11.4,37.3,1008
2019,6,22,14,30,820,2.3,11.4,37.3,1008
2019,6,22,15,0,734,2.3,11.2,37.2,1007
2019,6,22,15,30,639,2.3,11.2,37.2,1007
2019,6,22,16,0,537,2.3,11.37,36.6,1007
2019,6,22,16,30,429,2.1,11.81,35.9,1007
2019,6,22,17,0,320,1.9,12.19,35.3,1007
2019,6,22,17,30,213,1.3,13.48,33.5,1008
2019,6,22,18,0,115,0.6,15.79,31.6,1008
2019,6,22,18,30,36,0.9,16.99,30.3,1008
2019,6,22,19,0,0,1.3,20.1,29.1,1008
2019,6,22,19,30,0,1.8,21.07,28.3,1009
2019,6,22,20,0,0,2.4,26.5,27.5,1009
2019,6,22,20,30,0,3,27.63,26.8,1010
2019,6,22,21,0,0,3.5,36.39,26.1,1010
2019,6,22,21,30,0,3.7,37.92,25.4,1010
2019,6,22,22,0,0,3.9,46.77,24.7,1010
2019,6,22,22,30,0,3.9,48.18,24.2,1010
2019,6,22,23,0,0,3.9,52.5,23.8,1010
2019,6,22,23,30,0,3.7,53.45,23.5,1010
2019,6,23,0,0,0,3.5,54.36,23.2,1010
2019,6,23,0,30,0,3.4,55.02,23,1010
2019,6,23,1,0,0,3.3,54.82,22.8,1010
2019,6,23,1,30,0,3.1,55.48,22.6,1010
2019,6,23,2,0,0,3,54.2,22.5,1010
2019,6,23,2,30,0,2.8,54.53,22.4,1010
2019,6,23,3,0,0,2.7,53.25,22.3,1011
2019,6,23,3,30,0,2.5,53.25,22.3,1011
2019,6,23,4,0,0,2.4,51.92,22.2,1011
2019,6,23,4,30,2,2.4,48.88,23.2,1011
2019,6,23,5,0,40,2.5,44.95,24.1,1011
2019,6,23,5,30,120,2.7,40.43,25.9,1012
2019,6,23,6,0,220,2.9,34.86,27.7,1012
2019,6,23,6,30,326,2.7,31.6,29.4,1012
2019,6,23,7,0,436,2.4,26.1,31.1,1012
2019,6,23,7,30,544,2.3,24.26,32.4,1012
2019,6,23,8,0,646,2.2,19.23,33.8,1012
2019,6,23,8,30,741,2.5,17.9,35.1,1012
2019,6,23,9,0,828,2.7,12.6,36.4,1012
2019,6,23,9,30,902,2.8,12.06,37.2,1012
2019,6,23,10,0,962,2.9,9.65,38,1012
2019,6,23,10,30,1010,2.8,9.39,38.5,1012
2019,6,23,11,0,1043,2.8,8.12,39,1011
2019,6,23,11,30,1059,2.8,7.94,39.4,1011
2019,6,23,12,0,1060,2.7,7.08,39.7,1010
2019,6,23,12,30,1045,2.7,7.01,39.9,1010
2019,6,23,13,0,1012,2.7,6.4,40.1,1009
2019,6,23,13,30,965,2.7,6.37,40.2,1009
2019,6,23,14,0,904,2.7,5.98,40.2,1009
2019,6,23,14,30,831,2.6,6.04,40,1008
2019,6,23,15,0,747,2.6,5.77,39.8,1008
2019,6,23,15,30,651,2.6,5.77,39.8,1008
2019,6,23,16,0,548,2.5,5.79,39,1008
2019,6,23,16,30,440,2.1,6.04,38.2,1008
2019,6,23,17,0,330,1.8,6.25,37.5,1008
2019,6,23,17,30,222,1.3,7.05,35.3,1008
2019,6,23,18,0,122,0.9,8.55,33,1008
2019,6,23,18,30,40,0.7,8.94,32.2,1008
2019,6,23,19,0,2,0.6,10,31.3,1008
2019,6,23,19,30,0,0.8,10.29,30.8,1009
2019,6,23,20,0,0,0.9,12.38,30.3,1009
2019,6,23,20,30,0,1.3,12.88,29.6,1009
2019,6,23,21,0,0,1.6,17.37,28.8,1009
2019,6,23,21,30,0,2,18.08,28.1,1009
2019,6,23,22,0,0,2.4,24.23,27.4,1009
2019,6,23,22,30,0,2.7,25.24,26.7,1009
2019,6,23,23,0,0,2.9,30.77,26.1,1009
2019,6,23,23,30,0,3.1,31.66,25.6,1008
2019,6,24,0,0,0,3.2,35.12,25.1,1008
2019,6,24,0,30,0,3.3,35.75,24.8,1008
2019,6,24,1,0,0,3.4,38.74,24.4,1008
2019,6,24,1,30,0,3.4,39.44,24.1,1008
2019,6,24,2,0,0,3.4,41.83,23.8,1008
2019,6,24,2,30,0,3.4,42.33,23.6,1008
2019,6,24,3,0,0,3.4,43.82,23.3,1008
2019,6,24,3,30,0,3.3,44.36,23.1,1008
2019,6,24,4,0,0,3.2,45.11,22.9,1008
2019,6,24,4,30,2,3.2,42.73,23.8,1008
2019,6,24,5,0,42,3.2,40.51,24.6,1008
2019,6,24,5,30,122,3.2,35.82,26.7,1009
2019,6,24,6,0,222,3.2,30.79,28.7,1009
2019,6,24,6,30,329,2.5,27.3,30.8,1009
2019,6,24,7,0,438,1.8,20.76,32.9,1009
2019,6,24,7,30,544,1.4,19.1,34.4,1009
2019,6,24,8,0,646,1,14.96,35.8,1009
2019,6,24,8,30,741,1.2,13.94,37.1,1009
2019,6,24,9,0,826,1.3,10.53,38.4,1009
2019,6,24,9,30,898,1.8,10.09,39.2,1009
2019,6,24,10,0,956,2.3,8.59,40,1008
2019,6,24,10,30,1003,2.6,8.37,40.5,1008
2019,6,24,11,0,1034,2.9,7.63,41,1008
2019,6,24,11,30,1050,2.9,7.51,41.3,1008
2019,6,24,12,0,1050,3,7.14,41.6,1007
2019,6,24,12,30,1034,3,7.06,41.8,1007
2019,6,24,13,0,1003,2.9,6.99,42,1007
2019,6,24,13,30,954,2.8,6.94,42.1,1006
2019,6,24,14,0,892,2.7,7.07,42.1,1006
2019,6,24,14,30,817,2.6,7.1,42,1005
2019,6,24,15,0,732,2.4,7.32,41.8,1005
2019,6,24,15,30,638,2.4,7.32,41.8,1005
2019,6,24,16,0,536,2,7.89,41,1004
2019,6,24,16,30,429,1.6,8.23,40.2,1004
2019,6,24,17,0,320,1.3,9.22,39.4,1004
2019,6,24,17,30,213,0.8,10.32,37.3,1004
2019,6,24,18,0,115,0.3,12.89,35.1,1004
2019,6,24,18,30,37,0.5,13.85,33.8,1004
2019,6,24,19,0,1,0.8,16.36,32.5,1005
2019,6,24,19,30,0,1.6,17.01,31.8,1005
2019,6,24,20,0,0,2.3,19.34,31.2,1006
2019,6,24,20,30,0,2.6,20.83,29.9,1006
2019,6,24,21,0,0,3,24.32,28.7,1006
2019,6,24,21,30,0,3.1,25.65,27.8,1007
2019,6,24,22,0,0,3.3,28.57,26.9,1007
2019,6,24,22,30,0,3.4,29.6,26.3,1007
2019,6,24,23,0,0,3.6,31.2,25.8,1007
2019,6,24,23,30,0,3.6,31.92,25.4,1006
2019,6,25,0,0,0,3.7,33.29,25.1,1006
2019,6,25,0,30,0,3.6,33.89,24.8,1006
2019,6,25,1,0,0,3.5,34.74,24.6,1006
2019,6,25,1,30,0,3.4,35.37,24.3,1006
2019,6,25,2,0,0,3.4,36.66,24,1006
2019,6,25,2,30,0,3.2,37.1,23.8,1006
2019,6,25,3,0,0,3,38.5,23.5,1006
2019,6,25,3,30,0,2.9,38.97,23.3,1006
